ASX_Code,Company,Headline,Date,Summary,PDF_Link
GG8,GORILLA GOLD MINES LTD,Mulwarrie High Grade Gold Intercept Beyond Resource,2026-03-18,"High-grade gold intersected 700m beyond 350,000oz Resource at First holes from step-out drilling highlight significant resource growth potential • Results from the first step-out drill holes, more than 700m along strike from the existing 350,000oz @ 3.6g/t Au Mineral Resource Estimate (‘MRE’), have ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069579-6A1316898?access_token=83ff96335c2d45a094df02a206a39ff4
FRX,FLEXIROAM LIMITED,Airline Expansion and mPOS Partnership Win,2026-03-18,"ASX:FRX | ASX Announcement • Major Global Airline Expansion: FlexiRoam has expanded an existing enterprise relationship with a top-10 global full-service airline, adding mission-critical aircraft operational connectivity alongside existing staff connectivity.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069516-6A1316875?access_token=83ff96335c2d45a094df02a206a39ff4
A1N,ARN MEDIA LIMITED,Termination of contract with Quasar Media and Mr Sandilands,2026-03-18,"Termination of contract with Quasar Media and Mr Sandilands SYDNEY, Australia – Wednesday 18 March 2026 – ARN Media Limited [ASX: A1N] advises that it has issued a notice of termination of contract to Mr Kyle Sandilands and Quasar Media Services Pty Ltd (Quasar Media).",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069433-2A1660967?access_token=83ff96335c2d45a094df02a206a39ff4
BRX,BELARAROX LIMITED,Significant High Grade Silver Zone Discovered,2026-03-18,"DISCOVERED AT TORO CENTRAL – 47M @ 172 g/t Ag • Second drill hole (TMT-TC-DDH-002) at Toro Central discovers a new near-surface high-grade • 47m @ 171.99 g/t Ag, 3.99% Zn, 0.23% Cu, 0.22 g/t Au and 0.34% Pb from 59m, including: 27m @ 290.55 g/t Ag, 5.00% Zn, 0.38% Cu, 0.35 g/t Au and 0.53% Pb from 5",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069577-6A1316851?access_token=83ff96335c2d45a094df02a206a39ff4
QML,QMINES LIMITED,Bonanza Gold & Silver Results Confirmed at Mount Mackenzie,2026-03-18,• Assays have confirmed bonanza-grade gold and silver mineralisation at the Vein355 prospect at the Mount Mackenzie Project in Central Queensland.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069522-6A1316879?access_token=83ff96335c2d45a094df02a206a39ff4
RC1,REDCASTLE RESOURCES LIMITED,High-Grade Gold Intersected in Broad Spaced Drilling Program,2026-03-18,High-Grade Gold Intersected in Broad Spaced Drilling Programme • Broad spaced drilling (SHRC programme) between Redcastle Reef (RR) and Queen Alexandra (QA) has returned a high-grade gold intercept • Best results include: SHRC47: 1 m @ 11.9 g/t Au from 20 m,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069453-6A1316841?access_token=83ff96335c2d45a094df02a206a39ff4
BTR,BRIGHTSTAR RESOURCES LIMITED,Excellent Drilling Results Continue at Sandstone,2026-03-18,Excellent Drilling Results Continue at the Sandstone Gold Project Highlighted by impressive result 411m @ 1.11g/t Au in Sandstone drilling to feed into upcoming MRE update and PFS • Brightstar has received results from diamond and reverse circulation drilling completed at the 2.4Moz @ 1.5g/t Au Sand,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069476-6A1316863?access_token=83ff96335c2d45a094df02a206a39ff4
BHM,BROKEN HILL MINES LIMITED,Pinnacles Identifies Widespread Very High Grade Ag Zone,2026-03-18,"Pinnacles Drilling Results Pinnacles Drilling Identifies Significant Widespread Zone of Very High Grade Mineralisation, up to 1,556g/t AgEq Broken Hill Mines Limited (ASX: BHM) is pleased to report outstanding high grade drilling results from the Pinnacles Mine, confirming the presence of a large, c",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069578-6A1316897?access_token=83ff96335c2d45a094df02a206a39ff4
SVM,SOVEREIGN METALS LIMITED,Kasiya Mineral Resource Significantly Upgraded Ahead of DFS,2026-03-18,"Measured & Indicated Resources Increase by 32% Cementing Kasiya as the World’s Largest Natural Rutile Deposit • Total Rutile Mineral Resource increases to 2.1 billion tonnes at 0.96% rutile for 20.3Mt contained rutile with 0.95% TGC for 20.0Mt contained graphite (M,I&I) • Measured and Indicated (M&I",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069465-6A1316853?access_token=83ff96335c2d45a094df02a206a39ff4
CGF,CHALLENGER LIMITED,Revised non-binding offer for Pepper Money,2026-03-17,"Revised non-binding offer for Pepper Money Challenger Limited (ASX:CGF) announces that, further to its update on 9 February 2026, it has submitted a revised confidential, non-binding and conditional proposal (Revised Proposal) to acquire, jointly with Pepper Group ANZ HoldCo Limited (Pepper Group), ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069193-2A1660806?access_token=83ff96335c2d45a094df02a206a39ff4
SEQ,SEQUOIA FINANCIAL GROUP LTD,Strategic Review of Retail Licensee Services,2026-03-17,"Strategic Review of Retail Licensee Services Sequoia Financial Group Ltd (“Sequoia” or “the Company”) advises that as previously announced on 13 February 2026, review of its retail licensee services operations is continuing.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069300-2A1660878?access_token=83ff96335c2d45a094df02a206a39ff4
AHK,ARK MINES LIMITED,Sandy Mitchell Rare Earths Mining Licence Granted,2026-03-17,"ASX: AHK | 17 March 2026 RARE EARTH DISCOVERIES Sandy Mitchell Rare Earths Mining Licence Granted • Mining Licence granted by Queensland Government for EPM28013, covering ~406 hectares at the Sandy Mitchell Rare Earths and Heavy Minerals Project in North Queensland • Licence area covers the deposit ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069196-2A1660810?access_token=83ff96335c2d45a094df02a206a39ff4
VUL,VULCAN ENERGY RESOURCES LIMITED,Vulcan secures lithium production licence for Lionheart,2026-03-17,"Vulcan secures lithium production licence for Lionheart Vulcan Energy (Vulcan, ASX: VUL, FSE: VUL, the Company) is pleased to announce it has been issued its first lithium production permit for its flagship Lionheart Project (Lionheart), which is now funded and in construction.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069213-6A1316757?access_token=83ff96335c2d45a094df02a206a39ff4
PPM,PEPPER MONEY LIMITED,Receipt of revised non-binding offer for Pepper Money,2026-03-17,ASX Market Announcements Office Exchange Centre Pepper Money Limited (“Pepper Money”) has received an updated non-binding indicative offer from Challenger Limited (ASX:CGF) (“Challenger”).,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069183-2A1660796?access_token=83ff96335c2d45a094df02a206a39ff4
DTM,DART MINING NL,$7m Non-Binding Term Sheet for Sale of Victorian Projects,2026-03-17,"DTM enters into non-binding Term Sheet for sale of Mt Unicorn, Sandy Creek and Tallandoon Projects to Indigo Metals Limited for $7m sale price Dart Mining NL (ASX:DTM) (Company or DTM) is pleased to announce that it has entered into a non-binding term sheet (Agreement) with Indigo Metals Limited (AC",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069144-3A689557?access_token=83ff96335c2d45a094df02a206a39ff4
DTM,DART MINING NL,Binding Agreement to Sell Buckland Gold Project,2026-03-17,DTM enters binding agreement to sell the Buckland Gold Project Dart Mining NL (ASX:DTM) (Company or DTM) is pleased to announce that it has entered into a binding sale and purchase term sheet (Agreement) with Daybreak Minerals Pty Ltd (Daybreak) for the sale of a 100% legal and beneficial interest i,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069077-3A689555?access_token=83ff96335c2d45a094df02a206a39ff4
BNZ,BENZ MINING CORP.,NEW ULTRA HIGH GRADE GOLD DISCOVERY AT MT EGERTON,2026-03-17,▪ New ultra-high grade Kilkenny discovery offset beneath the historic Hibernian Gold Mine validates Benz structural model.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069190-6A1316748?access_token=83ff96335c2d45a094df02a206a39ff4
NAE,NEW AGE EXPLORATION LIMITED,High-Grade Gold Intercepts at Wagyu,2026-03-17,"ASX: NAE 17 March 2026 High-Grade Gold Intercepts Confirm Intrusion-Related System at Wagyu Gold Project, Pilbara WA • Final assay results received from the recently completed 4,034m Reverse Circulation (RC) drill program at the Wagyu Gold Project • Significant gold intersections reported from Targe",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069071-3A689554?access_token=83ff96335c2d45a094df02a206a39ff4
FEG,FAR EAST GOLD LTD,IDENBURG PROJECT- UKLUPL (ENVIRONMENTAL) APPROVAL GRANTED,2026-03-17,Far East Gold Limited (FEG or the Company) is pleased to announce that on 11 March 2026 the Idenburg Gold Project received environmental approval for advanced exploration activities.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069057-2A1660730?access_token=83ff96335c2d45a094df02a206a39ff4
KNB,KOONENBERRY GOLD LIMITED,KNB hits high-grade shallow gold & extends Sunnyside system,2026-03-17,"KNB hits high-grade shallow gold, extends mineralisation at Sunnyside and accelerates exploration in NSW Koonenberry Gold (ASX:KNB) has received results from diamond drilling at Enmore, NSW, highlighting high- grade shallow gold mineralisation and extensions to the Sunnyside system including: o 31m ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069103-6A1316727?access_token=83ff96335c2d45a094df02a206a39ff4
MGT,MAGNETITE MINES LIMITED.,High-Grade Silver and Copper Identified at Mutooroo Ridge,2026-03-17, Re-assay of archived diamond drill core from the Company’s Mutooroo Ridge Project in South Australia has identified high-grade silver and copper mineralisation.  Results confirm multiple copper intercepts and two zones of high-grade silver mineralisation from historic drill core.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069137-6A1316732?access_token=83ff96335c2d45a094df02a206a39ff4
LDR,LODE RESOURCES LTD,High Grade Silver and Antimony Identified at Silver Hills,2026-03-17,"• High-grade silver–antimony mineralisation identified at the Silver Cliffs prospect within the recently acquired Silver Hills Project (EL6/2025), located near Waratah in Tasmania’s premier West Coast mining district.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069066-2A1660735?access_token=83ff96335c2d45a094df02a206a39ff4
PC2,PC GOLD LTD,Multiple Thick High-Grade AU Zones Recorded at Spring Hill,2026-03-17,"PC Gold hits multiple thick, high-grade zones at Spring Hill, growing resource potential ahead of June MRE. Resource Definition Drilling • 26 holes completed across the Hong Kong–Macau system beneath and along strike of the planned open pit.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069007-6A1316700?access_token=83ff96335c2d45a094df02a206a39ff4
BCA,BLACK CANYON LIMITED,Wandanya Metallurgical Results Demonstrate DSO Potential,2026-03-17,"Wandanya Metallurgical Results Demonstrate DSO Potential Site preparation underway for 15,000m of Expansion and Infill drilling • Direct Shipping Ore (DSO) quality products achieved from initial crush and screen/sizing testwork for the high-grade manganese oxide and high-grade iron composites.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069001-6A1316694?access_token=83ff96335c2d45a094df02a206a39ff4
LSA,LACHLAN STAR LIMITED,Visible Gold and More High-Grade Results at New Waverley,2026-03-17,• Rock chip sampling from the floor of Trial Pit within the New Waverly Mining Lease has returned significant [see notes] visible fine gold (Figure 3 and Figure 4) from cross-cutting quartz reef structures at the northern end of the pit.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03069006-6A1316699?access_token=83ff96335c2d45a094df02a206a39ff4
HLX,HELIX RESOURCES LIMITED,Executes Formal Agreement on Joint Venture at Gold Basin,2026-03-16,"Helix executes Formal Agreement on its Joint Venture 40% Joint Venture of the Gold Basin oxide gold project in Arizona, USA.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068820-6A1316579?access_token=83ff96335c2d45a094df02a206a39ff4
FRS,FORRESTANIA RESOURCES LIMITED,Completion of Jaurdi Hills Acquisition,2026-03-16,Forrestania Resources Ltd Phone +61 8 6555 2950 Subiaco WA 6008 ACN 647 899 698 ASX: FRS forrestaniaresources.com.au Completion of Jaurdi Hills Acquisition • Forrestania has completed the acquisition of multiple binding agreements from Australian Live-Stock Pty Ltd Fenton and Martin Mining Developme,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068689-6A1316534?access_token=83ff96335c2d45a094df02a206a39ff4
VAR,VARISCAN MINES LIMITED,Supreme Court Orders Granted,2026-03-16,"Variscan Mines Limited (ASX:VAR) Variscan Mines Limited (ASX:VAR) (“Variscan” or “the Company”) advises that, further to its announcement of 9 March 2026 entitled “Cleansing Notice under Section 708A(5)(e) of the Corporations Act” that on Friday, 13 March 2026 the Application to the Supreme Court of",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068636-6A1316495?access_token=83ff96335c2d45a094df02a206a39ff4
GT3,GREEN360 TECHNOLOGIES LIMITED,Federal Government Grant Awarded,2026-03-16,Green360 Technologies Limited (ASX:GT3) (Green360 or the Company) is pleased to announce that it has been awarded a Cooperative Research Centre (CRC) Project Grant funded by the Australian Federal Government.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068603-6A1316499?access_token=83ff96335c2d45a094df02a206a39ff4
CTM,CENTAURUS METALS LIMITED,Maiden Nickel Offtake for Jaguar Secured from Glencore,2026-03-16,"Australian Office Brazilian Office ASX: CTM / OTCQX: CTTZF Centaurus Metals Limited Centaurus Niquel Ltda ACN 009 468 099 West Perth WA 6005 Rua Maria Luiza Santiago, 200 +61 8 6424 8420 AUSTRALIA Santa Lúcia, 17º Andar - Sala 1703 www.centaurus.com.au Belo Horizonte – MG – BRAZIL  Binding Offtake ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068597-6A1316492?access_token=83ff96335c2d45a094df02a206a39ff4
EGR,ECOGRAF LIMITED,Partnership with Taiwan's Long Time Technology,2026-03-16,Partnership with Taiwan’s Long Time Technology Develop EcoGraf HFfree® Purification Facilities in South-East Asia and Taiwan EcoGraf Limited (“EcoGraf” or “the Company”) (ASX: EGR; FSE: FMK) is pleased to announce it has entered into a non-binding Memorandum of Understanding (“MoU”) with Long Time T,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068587-6A1316490?access_token=83ff96335c2d45a094df02a206a39ff4
ZEO,ZEOTECH LIMITED,Extension of MOU with Holcim Australia,2026-03-16,"Zeotech Limited (ASX: ZEO, “Zeotech” or “the Company”) is pleased to advise that it has received confirmation from Holcim (Australia) Pty Limited (“Holcim Australia”) to extend its collaboration under the terms of the existing non-binding Memorandum of Understanding (“MOU”) announced on 28 October 2",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068537-6A1316467?access_token=83ff96335c2d45a094df02a206a39ff4
AOA,AUSMON RESOURCES LIMITED,Amendment to 24 Feb 26 release of Drilling results (pXRF),2026-03-16,"Ausmon Resources Limited Sydney NSW 2000, Australia E: office@ausmonresources.com.au W: www.ausmonresources.com.au ASX Market Announcements DRILLING RESULTS (pXRF) RECEIVED FOR RARE EARTH ELEMENTS (“REEs”) AT BEELITZ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068793-2A1660636?access_token=83ff96335c2d45a094df02a206a39ff4
RAC,RACURA ONCOLOGY LTD,Racura HARNESS-1 Trial Receives Governance Approval,2026-03-16,Racura Oncology Receives Governance Approval for RC220 HARNESS-1 Lung Cancer Trial § Governance approval received from Monash Health for the HARNESS-1 Phase 1 trial of RC220 in EGFR non-small cell lung cancer patients being treated with osimertinib § Trial aims to address the significant unmet medic,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068516-2A1660482?access_token=83ff96335c2d45a094df02a206a39ff4
FIN,FIN RESOURCES LIMITED,Drilling Commences at High-Grade Cabin Lake Gold Project,2026-03-16,"FIN Resources Limited (ASX: FIN) (“FIN” or “the Company”) is pleased to advise that drilling has commenced at the Cabin Lake Gold Project in the Northwest Territories, Canada.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068643-6A1316519?access_token=83ff96335c2d45a094df02a206a39ff4
NES,NELSON RESOURCES LIMITED.,Geophysical Surveys Commence at High-Grade Gold Point,2026-03-16,Geophysical Surveys Commence at High-Grade Gold Point Project  Geophysical Surveys Commenced: Zonge International Inc. has commenced Total Field Magnetometric Resistivity and Controlled Source Audio-frequency Magnetotellurics geophysical surveys on priority targets at Gold Point.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068563-6A1316476?access_token=83ff96335c2d45a094df02a206a39ff4
CXL,CALIX LIMITED,First ARENA grant milestone for Zesty complete,2026-03-16,"Calix completes first ARENA grant milestone for Zesty, triggering $2m cash payment Sydney, Australia | 16 March 2026 – Australian environmental technology company, Calix Limited (ASX: CXL) (“the Company”) is pleased to announce today that it has completed the first milestone under the Australian Ren",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068493-2A1660470?access_token=83ff96335c2d45a094df02a206a39ff4
SYR,SYRAH RESOURCES LIMITED,Tesla offtake alleged default cure date extended,2026-03-16,"Tesla offtake alleged default cure date extended Syrah Resources Limited (ASX: SYR) (“Syrah” or “Company”) wishes to provide an update regarding its offtake agreement (“Offtake Agreement”) with Tesla, Inc.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068484-3A689451?access_token=83ff96335c2d45a094df02a206a39ff4
NH3,NH3 CLEAN ENERGY LIMITED,NH3 Enters Binding Water Supply Agreement for WAH2 Project,2026-03-16,NH3 Clean Energy Enters Binding Water Supply Agreement for WAH2 Project NH3 Clean Energy Limited (ASX:NH3) (‘NH3’ or ‘the Company’) is delighted to advise that it has has executed a binding Water Supply Agreement (‘WSA’) with the Water Corporation of WA (‘Water Corporation’) for its planned WAH clea,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068500-6A1316457?access_token=83ff96335c2d45a094df02a206a39ff4
ORI,ORICA LIMITED,Settlement of US litigation and acquisition of US business,2026-03-16,"• Orica has settled litigation with CF Industries in the US, for payment of US$169.5 million, following careful consideration of the best interests of shareholders and customers.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068419-3A689435?access_token=83ff96335c2d45a094df02a206a39ff4
GA8,GOLDARC RESOURCES LIMITED,High Grade Assays from PQ Diamond Drilling at Mt Stirling,2026-03-16,"High-Grade Assays from PQ Diamond Drilling at Mt Stirling and Mt Stirling • GoldArc and its partner, BML Ventures Pty Ltd (‘BMLV’), have completed a diamond drilling campaign. High-grade intercepts confirm continuity of mineralisation at Mt Stirling and Stirling Well. • Significant Results include:",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068436-6A1316433?access_token=83ff96335c2d45a094df02a206a39ff4
ESR,ESTRELLA RESOURCES LIMITED,Final Werumata Limestone Assays,2026-03-16,"➔ All assay results received from the samples collected during the 2025 drilling programme completed ➔ Highly encouraging broad intersections achieved; Baucau Limestone intersections up to 87m*, averaging 30m, and Batu Putih Chalk intersections up to 59m*, also averaging 30m ➔ Baucau Limestone avera",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068446-6A1316437?access_token=83ff96335c2d45a094df02a206a39ff4
PTR,PTR MINERALS LTD,Positive Metallurgical Performance and Strong Drill Results,2026-03-16,"Positive Metallurgical Performance and Continued Strong Drilling Results at Rosewood • Initial assays from exploratory metallurgical test work conducted by IHC Mining on the first 1 tonne bulk sample (RM01) have been received, confirming that the Rosewood ore responds well to conventional processing",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068488-2A1660467?access_token=83ff96335c2d45a094df02a206a39ff4
GBR,GREAT BOULDER RESOURCES LIMITED,SPECTACULAR RESULTS OUTSIDE THE RESOURCE AT SIDE WELL,2026-03-16,"Assays of up to 4434g/t Au below the Resource and 48g/t Au to the west; Drilling underway to bring these new areas of mineralisation into the Resource Deep drilling has intersected grades of up to 4,434g/t Au (4.4kg/t Au) 430m below surface at the Mulga Bill deposit within Side Well.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068420-6A1316412?access_token=83ff96335c2d45a094df02a206a39ff4
CNB,CARNABY RESOURCES LIMITED,Greater Duchess Pre-Feasibility Study and Maiden Ore Reserve,2026-03-16,MAIDEN ORE RESERVE Fast Facts Shares on Issue 276.1M GREATER DUCHESS PROJECT Market Cap (@ 42 cents) $115M Carnaby Resources Limited (ASX: CNB) (Carnaby or the Company) is pleased to 1As at 31 December 2025.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068556-6A1316477?access_token=83ff96335c2d45a094df02a206a39ff4
BGD,BARTON GOLD HOLDINGS LIMITED,Tunkillia Phase 2 Resource Upgrade Drilling Begins,2026-03-16,"Tunkillia ‘Phase 2’ Resource Upgrade Drilling Begins Targeting Ore Reserves, PFS & ML application by the end of 2026 • May 2025 Optimised Scoping Study (OSS) outlined a compelling Tunkillia development project:1 o Annual production: ~120,000oz gold and ~250,000oz silver o Total LoM operating cash: ~",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068508-6A1316461?access_token=83ff96335c2d45a094df02a206a39ff4
CIW,CLIME INVESTMENT MANAGEMENT LTD,Strategic Partnership for Advice Business,2026-03-13,Clime Investment Management Limited Company Announcements Australian Securities Exchange Clime Investment Management Limited (ASX: CIW) Clime Announces Strategic Partnership for Advice Business Clime Investment Management Limited (“Clime”) advises that it has entered a binding term sheet for,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03068153-2A1660238?access_token=83ff96335c2d45a094df02a206a39ff4
FEL,FORTE ENERGY LIMITED,Alaskan Oil Lease Acquisition Completed,2026-03-13,"▪ Acquisition of 143,368 acres of highly prospective oil leases in Alaska completed ▪ 2026 annual lease fees suspended by BLM, saving the Company ~US$430,000 ▪ Technical work commenced on Harrier oil prospect, previously assessed to hold potential for over 1 billion barrels of recoverable prospectiv",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067868-3A689336?access_token=83ff96335c2d45a094df02a206a39ff4
QGL,QUANTUM GRAPHITE LIMITED,"MOU Signed with the Governorate of Buraimi, Oman",2026-03-13,"Oman Flake Graphite Refinery for Uley 2 Production MOU Signed with the Governorate of Buraimi, Oman The Company is pleased to announce that its downstream technology partner, the Sunlands Pure Group (SPG) has signed a Memorandum of Understanding (MOU) with the Governorate of Al Buraimi, Oman.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067843-3A689364?access_token=83ff96335c2d45a094df02a206a39ff4
ENT,ENTERPRISE METALS LIMITED,"High Grade REE Drill Results at Cuddingwarra North, WA",2026-03-13,"High Grade REE Drill Results at Cuddingwarra North, WA Enterprise Metals Limited (ENT or the Company) is pleased to report assay results for its maiden drilling program on its wholly owned E20/944 clay hosted rare earth element (REE) Project, located ~ 12 km northwest of Cue township in Western Aust",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067909-6A1316195?access_token=83ff96335c2d45a094df02a206a39ff4
TMX,TERRAIN MINERALS LIMITED,High-Grade REE Follow-up Drilling at Lort River Project,2026-03-13,High Grade REE follow-up Air-core Drilling underway at Lort River Project Terrain Minerals Limited (“Terrain” or “the Company”) is pleased to advise the follow-up air-core drilling campaign has commended at Lort River Project (100%-owned) located in the Albany Fraser belt and near the town of Espera,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067749-6A1316149?access_token=83ff96335c2d45a094df02a206a39ff4
ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED,Update on Energy Fuels' acquisition of ASM,2026-03-13,Update on Energy Fuels’ acquisition of ASM Australian Strategic Materials Limited (ASM or the Company) refers to its announcement on 21 January 2026 in relation to the entry into a Scheme Implementation Deed with Energy Fuels Inc.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067858-6A1316172?access_token=83ff96335c2d45a094df02a206a39ff4
EMC,EVEREST METALS CORPORATION LTD,Drilling hits Bonanza grades at Mt Dimer Taipan Gold Project,2026-03-13,"EMC drilling hits Bonanza grades at Mt Dimer Taipan Gold Project ➢ 2,160m infill RC drilling program increases the geological and financial confidence of the Mt Dimer Taipan gold pit (M77/515) ➢ Significant intersections include: o Hole TPG0040: 8m @ 10.1 g/t Au (35–43m) inc., 2m @ 29.8 g/t Au from ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067746-6A1316139?access_token=83ff96335c2d45a094df02a206a39ff4
FXG,FELIX GOLD LIMITED,NW Array Drilling Extends High-Grade Antimony System,2026-03-13,NW Array Drilling Extends High-Grade Antimony System at Treasure Creek Felix Gold (ASX:FXG) reports further high-grade antimony and gold intersections at shallow depth from the 2025 drilling program at its Treasure Creek project in Alaska.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067779-2A1659978?access_token=83ff96335c2d45a094df02a206a39ff4
HTM,HIGH-TECH METALS LTD,Bonanza Grades Confirm High-Grade Continuity at Wagtail,2026-03-13,• Infill RC drilling returns shallow high-grade gold intersections at the Wagtail Gold Deposit at the Mt Fisher–Mt Eureka Project in Western Australia such as: o 12m @ 8.81 g/t Au from 43m including ▪ 1m @ 84.11 g/t Au from 50m (26WTRC007) o 9m @ 7.04 g/t Au from 56m including ▪ 1m @ 92.15 g/t Au fr,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067743-6A1316153?access_token=83ff96335c2d45a094df02a206a39ff4
CBO,COBRAM ESTATE OLIVES LIMITED,"Update on Acquisition of California Olive Ranch, Inc.",2026-03-12,"Update on Acquisition of California Olive Ranch, Inc. As announced on 24th December 2025, Cobram Estate Olives Limited (“CBO” or “the Company”) entered into a binding agreement to acquire USA-based California Olive Ranch, Inc.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067608-3A689318?access_token=83ff96335c2d45a094df02a206a39ff4
TVN,TIVAN LIMITED,TVN advances IPCM grant funding for Speewah Fluorite Project,2026-03-12,Tivan advances IPCM grant funding for Speewah Fluorite Project • Tivan has executed a Deed of Variation with the Commonwealth of Australia to bring forward $3 million in funding under the $7.4 million International Partnerships in Critical Minerals (“IPCM”) grant awarded to the Speewah Fluorite Proj,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067478-6A1316007?access_token=83ff96335c2d45a094df02a206a39ff4
EOS,ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED,Goldrone Contract Disclosure Review,2026-03-12,Electro Optic Systems Holdings Limited (“EOS” or “Company”) (ASX: EOS) refers to its ASX announcement dated 15 December 2025 “EOS enters into conditional high energy laser contract (US$80m)” (“December Announcement”)1.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03067436-2A1659829?access_token=83ff96335c2d45a094df02a206a39ff4
