ASX_Code,Company,Headline,Date,CR_Price,Current_Price,Price_Diff_%,PDF_Link
BOT,BOTANIX PHARMACEUTICALS LTD,Botanix Pharmaceuticals Capital Raising Presentation | Botanix Receives Capital Raise Commitments of A$45 Million,2026-02-16,0.06,0.041,-31.67,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057291-6A1312367?access_token=83ff96335c2d45a094df02a206a39ff4
TWL,TRADE WINDOW HOLDINGS LIMITED,Share Purchase Plan Results,2026-02-16,0.23,0.165,-28.26,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057075-2A1653872?access_token=83ff96335c2d45a094df02a206a39ff4
29M,29METALS LIMITED,Completion of Retail Entitlement Offer,2026-02-16,0.4,0.315,-21.25,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057175-3A687220?access_token=83ff96335c2d45a094df02a206a39ff4
BPH,BPH ENERGY LTD,Options Placement,2026-02-16,0.009,0.008,-11.11,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057052-6A1312274?access_token=83ff96335c2d45a094df02a206a39ff4
NX1,NEXALIS THERAPEUTICS LTD,ALLOTMENT OF SECURITIES FOLLOWING SHAREHOLDER APPROVAL,2026-02-16,0.025,0.023,-8.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057337-3A687257?access_token=83ff96335c2d45a094df02a206a39ff4
TKM,TREK METALS LIMITED,$15M Capital Raising to Underpin Major Drilling Program,2026-02-16,0.15,0.14,-6.67,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057230-6A1312337?access_token=83ff96335c2d45a094df02a206a39ff4
ELT,ELEMENTOS LIMITED,$29.5 Million Strategic Placement to L1 Capital,2026-02-16,0.34,0.33,-2.94,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057323-2A1653928?access_token=83ff96335c2d45a094df02a206a39ff4
LOT,LOTUS RESOURCES LIMITED,Open of Share Purchase Plan and Offer Documents,2026-02-15,2.15,1.265,-41.16,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056704-6A1312121?access_token=83ff96335c2d45a094df02a206a39ff4
PSC,PROSPECT RESOURCES LIMITED,A$45M Placement to Advance the Mumbezhi Copper Project,2026-02-15,0.38,0.275,-27.63,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056757-6A1312116?access_token=83ff96335c2d45a094df02a206a39ff4
CEN,CONTACT ENERGY LIMITED,"CEN advances investments, $525m equity raise announced",2026-02-15,7.43,7.53,1.35,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056520-2A1653607?access_token=83ff96335c2d45a094df02a206a39ff4
SWP,SWOOP HOLDINGS LIMITED,Placement of Entitlement Offer Shortfall,2026-02-15,0.1,0.14,40.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056750-2A1653699?access_token=83ff96335c2d45a094df02a206a39ff4
SHO,SPORTSHERO LIMITED,$4.3m in firm commitments received for private placement,2026-02-15,0.075,0.105,40.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056739-6A1312095?access_token=83ff96335c2d45a094df02a206a39ff4
GLL,GALILEE ENERGY LIMITED,Options Prospectus,2026-02-13,0.007,0.006,-14.29,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056309-2A1653529?access_token=83ff96335c2d45a094df02a206a39ff4
HCH,HOT CHILI LIMITED,Hot Chili Closes A$40 Million Private Placement,2026-02-12,1.65,1.175,-28.79,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056030-6A1311841?access_token=83ff96335c2d45a094df02a206a39ff4
OVT,OVANTI LIMITED,Ovanti Completes Capital Raise,2026-02-12,0.001374,0.001,-27.22,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056198-2A1653463?access_token=83ff96335c2d45a094df02a206a39ff4
CBE,COBRE LIMITED,Cobre Raises $60M to Control World-Class Copper Project,2026-02-12,0.15,0.135,-10.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055827-2A1653287?access_token=83ff96335c2d45a094df02a206a39ff4
SKY,SKY METALS LIMITED,$20.5m Capital Raise to Accelerate the Tallebung Tin Project,2026-02-12,0.155,0.145,-6.45,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056191-2A1653421?access_token=83ff96335c2d45a094df02a206a39ff4
MEU,MARMOTA LIMITED,Marmota raises $15 million in highly successful placement,2026-02-11,0.135,0.091,-32.59,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055660-2A1653167?access_token=83ff96335c2d45a094df02a206a39ff4
CYC,CYCLOPHARM LIMITED,Share Purchase Plan Offer Booklet,2026-02-11,0.95,0.75,-21.05,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055682-2A1653225?access_token=83ff96335c2d45a094df02a206a39ff4
ENV,ENOVA MINING LIMITED,Enova Completes Strongly Supported $2M Equity Raise,2026-02-11,0.006,0.005,-16.67,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055778-3A686974?access_token=83ff96335c2d45a094df02a206a39ff4
ERL,EMPIRE RESOURCES LIMITED,Empire Receives Firm Commitments for A$5 Million Placement,2026-02-11,0.008,0.01,25.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055452-6A1311550?access_token=83ff96335c2d45a094df02a206a39ff4
DUN,DUNDAS MINERALS LIMITED,Exploration Funded,2026-02-11,0.038,0.048,26.32,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055716-6A1311677?access_token=83ff96335c2d45a094df02a206a39ff4
BPM,BPM MINERALS LIMITED,A$3.5 million placement completed,2026-02-10,0.23,0.165,-28.26,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055142-6A1311456?access_token=83ff96335c2d45a094df02a206a39ff4
HCL,HIGHCOM LIMITED,Capital Raise Presentation | Placement and Share Purchase Plan,2026-02-10,0.2,0.17,-15.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055293-3A686881?access_token=83ff96335c2d45a094df02a206a39ff4
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,Placement closing announcement,2026-02-10,2,1.99,-0.5,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055253-2A1652978?access_token=83ff96335c2d45a094df02a206a39ff4
GR8,GREAT DIRT RESOURCES LTD,Firm Commitments Received for $1.446 Million - Placement,2026-02-10,0.155,0.525,238.71,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055271-6A1311485?access_token=83ff96335c2d45a094df02a206a39ff4
