ASX_Code,Company,Headline,Date,CR_Price,Current_Price,Price_Diff_%,PDF_Link
PMT,PMET RESOURCES INC.,Closing of Flow-Through Private Placement & Public Offering,2026-02-19,9.3,0.455,-95.11,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058752-6A1312906?access_token=83ff96335c2d45a094df02a206a39ff4
AR1,AUSTRAL RESOURCES AUSTRALIA LTD,Binding Commitments Received for QIC-led $65m Fundraising,2026-02-19,0.09,0.082,-8.89,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058457-2A1654525?access_token=83ff96335c2d45a094df02a206a39ff4
KNI,KUNIKO LIMITED,A$3.75m Placement to Drive Commonwealth Project,2026-02-19,0.053,0.047,-11.32,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058888-6A1312940?access_token=83ff96335c2d45a094df02a206a39ff4
TDO,3D ENERGI LIMITED,December 2025 Placement Options Prospectus | October 2025 Placement Options Prospectus,2026-02-19,,0.08,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058500-3A687486?access_token=83ff96335c2d45a094df02a206a39ff4
MC2,MARIMACA COPPER CORP.,Marimaca Copper Completes Bookbuild for A$423 Million,2026-02-18,10.35,8,-22.71,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03058378-6A1312747?access_token=83ff96335c2d45a094df02a206a39ff4
PHO,PHOSCO LTD,Strongly Supported $5M Placement,2026-02-17,0.12,0.11,-8.33,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057831-3A687344?access_token=83ff96335c2d45a094df02a206a39ff4
QEM,QEM LIMITED,Capital Raising,2026-02-17,0.024,0.041,70.83,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057747-6A1312542?access_token=83ff96335c2d45a094df02a206a39ff4
NX1,NEXALIS THERAPEUTICS LTD,ALLOTMENT OF SECURITIES FOLLOWING SHAREHOLDER APPROVAL,2026-02-16,0.025,0.024,-4.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057337-3A687257?access_token=83ff96335c2d45a094df02a206a39ff4
ELT,ELEMENTOS LIMITED,$29.5 Million Strategic Placement to L1 Capital,2026-02-16,0.34,0.365,7.35,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057323-2A1653928?access_token=83ff96335c2d45a094df02a206a39ff4
TWL,TRADE WINDOW HOLDINGS LIMITED,Share Purchase Plan Results,2026-02-16,0.25,0.2,-20.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057075-2A1653872?access_token=83ff96335c2d45a094df02a206a39ff4
BPH,BPH ENERGY LTD,Options Placement,2026-02-16,,0.0075,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057052-6A1312274?access_token=83ff96335c2d45a094df02a206a39ff4
TKM,TREK METALS LIMITED,$15M Capital Raising to Underpin Major Drilling Program,2026-02-16,0.15,0.165,10.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057230-6A1312337?access_token=83ff96335c2d45a094df02a206a39ff4
29M,29METALS LIMITED,Completion of Retail Entitlement Offer,2026-02-16,0.4,0.355,-11.25,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057175-3A687220?access_token=83ff96335c2d45a094df02a206a39ff4
BOT,BOTANIX PHARMACEUTICALS LTD,Botanix Pharmaceuticals Capital Raising Presentation | Botanix Receives Capital Raise Commitments of A$45 Million,2026-02-16,,0.041,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03057291-6A1312367?access_token=83ff96335c2d45a094df02a206a39ff4
SWP,SWOOP HOLDINGS LIMITED,Placement of Entitlement Offer Shortfall,2026-02-15,0.1,0.125,25.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056750-2A1653699?access_token=83ff96335c2d45a094df02a206a39ff4
SHO,SPORTSHERO LIMITED,$4.3m in firm commitments received for private placement,2026-02-15,0.075,0.089,18.67,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056739-6A1312095?access_token=83ff96335c2d45a094df02a206a39ff4
PSC,PROSPECT RESOURCES LIMITED,A$45M Placement to Advance the Mumbezhi Copper Project,2026-02-15,0.38,0.315,-17.11,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056757-6A1312116?access_token=83ff96335c2d45a094df02a206a39ff4
GLL,GALILEE ENERGY LIMITED,Options Prospectus,2026-02-13,,0.006,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056309-2A1653529?access_token=83ff96335c2d45a094df02a206a39ff4
SKY,SKY METALS LIMITED,$20.5m Capital Raise to Accelerate the Tallebung Tin Project,2026-02-12,0.155,0.15,-3.23,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056191-2A1653421?access_token=83ff96335c2d45a094df02a206a39ff4
USC,US1 CRITICAL MINERALS LIMITED,Placement Fee Options Clarification,2026-02-12,,0.014,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055816-6A1311729?access_token=83ff96335c2d45a094df02a206a39ff4
HCH,HOT CHILI LIMITED,Hot Chili Closes A$40 Million Private Placement,2026-02-12,1.65,1.35,-18.18,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03056030-6A1311841?access_token=83ff96335c2d45a094df02a206a39ff4
CBE,COBRE LIMITED,Cobre Raises $60M to Control World-Class Copper Project,2026-02-12,,0.165,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055827-2A1653287?access_token=83ff96335c2d45a094df02a206a39ff4
MEU,MARMOTA LIMITED,Marmota raises $15 million in highly successful placement,2026-02-11,0.135,0.105,-22.22,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055660-2A1653167?access_token=83ff96335c2d45a094df02a206a39ff4
ERL,EMPIRE RESOURCES LIMITED,Empire Receives Firm Commitments for A$5 Million Placement,2026-02-11,0.008,0.011,37.5,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055452-6A1311550?access_token=83ff96335c2d45a094df02a206a39ff4
DUN,DUNDAS MINERALS LIMITED,Exploration Funded,2026-02-11,0.038,0.047,23.68,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055716-6A1311677?access_token=83ff96335c2d45a094df02a206a39ff4
ENV,ENOVA MINING LIMITED,Enova Completes Strongly Supported $2M Equity Raise,2026-02-11,0.006,0.005,-16.67,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055778-3A686974?access_token=83ff96335c2d45a094df02a206a39ff4
REV,REVOLUTION PRIVATE CREDIT INCOME TRUST,Placement closing announcement,2026-02-10,2.0,1.98,-1.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055253-2A1652978?access_token=83ff96335c2d45a094df02a206a39ff4
BPM,BPM MINERALS LIMITED,A$3.5 million placement completed,2026-02-10,0.23,0.2,-13.04,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055142-6A1311456?access_token=83ff96335c2d45a094df02a206a39ff4
AQX,ALICE QUEEN LIMITED,Upsize to Tranche Two of Placement,2026-02-10,,0.01,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054905-6A1311342?access_token=83ff96335c2d45a094df02a206a39ff4
GR8,GREAT DIRT RESOURCES LTD,Firm Commitments Received for $1.446 Million - Placement,2026-02-10,0.155,0.55,254.84,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03055271-6A1311485?access_token=83ff96335c2d45a094df02a206a39ff4
CST,CASTILE RESOURCES LTD,Castile Resources Successfully Raises $8.4m,2026-02-09,0.11,0.089,-19.09,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054788-6A1311310?access_token=83ff96335c2d45a094df02a206a39ff4
H2G,GREENHY2 LIMITED,Share Placement,2026-02-09,0.009,0.01,11.11,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054763-2A1652749?access_token=83ff96335c2d45a094df02a206a39ff4
MMR,MEC RESOURCES LIMITED,Close of Options Placement Offer,2026-02-09,0.001,0.004,300.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054453-6A1311145?access_token=83ff96335c2d45a094df02a206a39ff4
FIN,FIN RESOURCES LIMITED,Placement Raises A$3.75m to fund Drilling at Cabin Lake,2026-02-09,0.01,0.011,10.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054785-6A1311305?access_token=83ff96335c2d45a094df02a206a39ff4
TLG,TALGA GROUP LTD,Prospectus for Placement and SPP Options,2026-02-09,,0.28,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054567-6A1311202?access_token=83ff96335c2d45a094df02a206a39ff4
TAT,TARTANA MINERALS LIMITED,$4.5 million raising to fund Silver exploration,2026-02-09,0.05,0.028,-44.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054835-2A1652784?access_token=83ff96335c2d45a094df02a206a39ff4
TGN,TUNGSTEN MINING NL,Tungsten Mining Finalises $53M Placement,2026-02-08,0.19,0.26,36.84,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054340-6A1311115?access_token=83ff96335c2d45a094df02a206a39ff4
PC2,PC GOLD LTD,Successful A$24.0 Million Placement,2026-02-08,0.65,0.88,35.38,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054213-6A1311011?access_token=83ff96335c2d45a094df02a206a39ff4
HTM,HIGH-TECH METALS LTD,HTM Completes Placement,2026-02-06,0.25,0.21,-16.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054052-6A1310961?access_token=83ff96335c2d45a094df02a206a39ff4
KZR,KALAMAZOO RESOURCES LIMITED,KZR Raises $4.1m in Oversubscribed SPP to Accelerate AGP,2026-02-06,0.17,0.13,-23.53,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053999-6A1310941?access_token=83ff96335c2d45a094df02a206a39ff4
CNJ,CONICO LTD,Follow-on Share Placement,2026-02-06,0.008,0.008,0.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03054041-6A1310956?access_token=83ff96335c2d45a094df02a206a39ff4
MNB,MINBOS RESOURCES LIMITED,Minbos Share Purchase Plan closes oversubscribed,2026-02-05,0.026,0.028,7.69,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053787-6A1310874?access_token=83ff96335c2d45a094df02a206a39ff4
MEM,MEMPHASYS LIMITED.,"Memphasys announces successful $800,000 Capital Raising",2026-02-05,0.005,0.0045,-10.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053735-3A686618?access_token=83ff96335c2d45a094df02a206a39ff4
DAF,DISCOVERY ALASKA LIMITED,"Private Placement Completed To Raise $354,000",2026-02-05,0.016,0.018000000000000002,12.5,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053683-6A1310840?access_token=83ff96335c2d45a094df02a206a39ff4
KM1,KALI METALS LIMITED,$7m Placement to Advance Marble Bar Gold Project,2026-02-05,0.18,0.125,-30.56,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053720-6A1310838?access_token=83ff96335c2d45a094df02a206a39ff4
EG1,EVERGOLD MINERALS LIMITED,EG1 Raises A$5.23M to Accelerate Gold Exploration in WA,2026-02-05,0.035,0.03,-14.29,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053685-6A1310829?access_token=83ff96335c2d45a094df02a206a39ff4
TGH,TERRAGEN HOLDINGS LIMITED,Terragen Raises $7.0m to Accelerate Global Commercialisation,2026-02-05,0.022,0.021,-4.55,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053712-2A1652175?access_token=83ff96335c2d45a094df02a206a39ff4
GTE,GREAT WESTERN EXPLORATION LIMITED.,Great Western Fully Funded for Multiple Cu-Au Drill Programs,2026-02-04,0.018,0.0175,-2.78,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053338-6A1310696?access_token=83ff96335c2d45a094df02a206a39ff4
BP8,BPH GLOBAL LTD,BPH GLOBAL SECURES STRATEGIC INVESTMENT,2026-02-04,0.002,0.002,0.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053278-2A1651745?access_token=83ff96335c2d45a094df02a206a39ff4
CIA,CHAMPION IRON LIMITED,Completes US$100m placement of subscription receipts,2026-02-04,3.7319,5.27,41.21,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053224-2A1651729?access_token=83ff96335c2d45a094df02a206a39ff4
AON,APOLLO MINERALS LIMITED,Tribeca to Invest $2.8 Million in Apollo Minerals,2026-02-04,0.04,0.063,57.5,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053261-6A1310670?access_token=83ff96335c2d45a094df02a206a39ff4
GDM,GREAT DIVIDE MINING LTD,Great Divide Mining Raises $2.5 million,2026-02-04,0.32,0.35,9.37,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03053254-6A1310643?access_token=83ff96335c2d45a094df02a206a39ff4
BTE,BOTALA ENERGY LTD,$3 million placement to fully fund drilling and flow testing,2026-02-03,0.05,0.053,6.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052851-6A1310462?access_token=83ff96335c2d45a094df02a206a39ff4
ORP,ORPHEUS URANIUM LIMITED,IsoEnergy Cornerstone $4.36m Strategic Placement,2026-02-03,0.062,0.055,-11.29,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052876-2A1651444?access_token=83ff96335c2d45a094df02a206a39ff4
PL3,PATAGONIA LITHIUM LTD,Successful Placement to Fund Formentera Project,2026-02-03,0.1,0.165,65.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052822-3A686463?access_token=83ff96335c2d45a094df02a206a39ff4
KTA,KRAKATOA RESOURCES LIMITED,$1.25M Placement Secured to Advance Zopkhito Sb-Au Project,2026-02-03,0.009,0.0065,-27.78,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052813-6A1310453?access_token=83ff96335c2d45a094df02a206a39ff4
ILA,ISLAND PHARMACEUTICALS LIMITED,$9m placement to advance US biodefence opportunity,2026-02-03,0.35,0.365,4.29,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052811-3A686479?access_token=83ff96335c2d45a094df02a206a39ff4
AKN,AUKING MINING LIMITED,Share Placement Update,2026-02-03,0.0035,0.015,328.57,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052629-2A1651343?access_token=83ff96335c2d45a094df02a206a39ff4
BVR,BELLAVISTA RESOURCES LTD,Successful A$35m Placement,2026-02-03,0.75,0.51,-32.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052803-6A1310459?access_token=83ff96335c2d45a094df02a206a39ff4
STK,STRICKLAND METALS LIMITED,STK Successfully Completes $55 Million Placement | $55M Placement to Accelerate Exploration and Deliver DFS,2026-02-03,0.16,0.2,25.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052793-6A1310439?access_token=83ff96335c2d45a094df02a206a39ff4
OB1,ORBMINCO LIMITED,Majestic North Interim Drilling Update and Capital Raising,2026-02-03,0.016,0.014,-12.5,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052878-2A1651446?access_token=83ff96335c2d45a094df02a206a39ff4
QXR,QX RESOURCES LIMITED,$1.23M Placement to advance exploration activities at Madaba,2026-02-02,0.005,0.0045,-10.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052333-6A1310227?access_token=83ff96335c2d45a094df02a206a39ff4
AEE,AURA ENERGY LIMITED,Aura Energy Successfully Raises A$20 million via Placement,2026-02-02,0.205,0.12,-41.46,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052129-6A1310123?access_token=83ff96335c2d45a094df02a206a39ff4
IR1,IRIS METALS LIMITED,IR1 raise $5.5m to accelerate near term US Critical Minerals,2026-02-02,0.165,0.115,-30.3,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052324-3A686397?access_token=83ff96335c2d45a094df02a206a39ff4
BMG,BMG RESOURCES LIMITED,UPSIZED DRILL PROGRAM AND STRATEGIC INVESTMENT,2026-02-02,0.021,0.026,23.81,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052348-6A1310234?access_token=83ff96335c2d45a094df02a206a39ff4
AGR,AGUIA RESOURCES LIMITED,Successful completion of capital raising,2026-02-02,0.02,0.02,0.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052320-2A1651144?access_token=83ff96335c2d45a094df02a206a39ff4
WIN,WIN METALS LTD,Options Prospectus 2 February 2026,2026-02-02,,0.021,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051984-6A1310060?access_token=83ff96335c2d45a094df02a206a39ff4
GGE,GRAND GULF ENERGY LIMITED,Antimony Project in World Class Utah Antimony Area Secured,2026-02-02,,0.003,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052372-6A1310257?access_token=83ff96335c2d45a094df02a206a39ff4
PKP,PEAK PROCESSING LIMITED,Successful Placement to Accelerate Growth in Canada & US,2026-02-01,0.017,0.0175,2.94,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051901-3A686326?access_token=83ff96335c2d45a094df02a206a39ff4
AM7,ARCADIA MINERALS LIMITED,Option Granted to Advance Swanson into Production,2026-02-01,0.06,0.03,-50.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051860-6A1309898?access_token=83ff96335c2d45a094df02a206a39ff4
HIO,HAWSONS IRON LTD,Hawsons secures $2.2M Share Placement,2026-02-01,0.016,0.016,0.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051714-2A1650872?access_token=83ff96335c2d45a094df02a206a39ff4
ADD,ADAVALE RESOURCES LIMITED,Strongly Supported Placement to Advance London Victoria Mine,2026-02-01,0.05,0.037,-26.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051788-2A1650913?access_token=83ff96335c2d45a094df02a206a39ff4
FAU,FIRST AU LIMITED,$5.6M Capital Raising to advance WA Gold Strategy,2026-02-01,0.01,0.013,30.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051854-3A686309?access_token=83ff96335c2d45a094df02a206a39ff4
PUR,PURSUIT MINERALS LTD,Rio Grande Sur Pre-Feasibility Study & Maiden Ore Reserve,2026-02-01,,0.0895,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051873-6A1309903?access_token=83ff96335c2d45a094df02a206a39ff4
QRI,QUALITAS REAL ESTATE INCOME FUND,Shortfall Placement Update,2026-01-30,,1.55,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051188-3A686235?access_token=83ff96335c2d45a094df02a206a39ff4
IVX,INVION LIMITED,Major Shareholders Lead Invion $1.3M Capital Raise,2026-01-30,,0.075,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051502-2A1650814?access_token=83ff96335c2d45a094df02a206a39ff4
AR3,AUSTRALIAN RARE EARTHS LIMITED,AR3 raises $6 Million to progress Koppamurra,2026-01-30,0.185,0.14,-24.32,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051123-2A1650647?access_token=83ff96335c2d45a094df02a206a39ff4
BIT,BIOTRON LIMITED,Successful Issue of the Entitlement Offer Shortfall,2026-01-29,,0.003,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050990-2A1650610?access_token=83ff96335c2d45a094df02a206a39ff4
BNL,BLUE STAR HELIUM LIMITED,Results of Entitlement Offer,2026-01-29,,0.009,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050362-6A1309125?access_token=83ff96335c2d45a094df02a206a39ff4
INR,IONEER LTD,Ioneer Secures US$50 Million to Advance U.S. Onshoring,2026-01-29,0.18,0.115,-36.11,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050954-2A1650538?access_token=83ff96335c2d45a094df02a206a39ff4
ETM,ENERGY TRANSITION MINERALS LTD,Successful A$24.7m Placement,2026-01-29,0.13,0.089,-31.54,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050942-6A1309393?access_token=83ff96335c2d45a094df02a206a39ff4
OZM,OZAURUM RESOURCES LIMITED,OzAurum Raises $4.1m in Strategic Share Placement | FRS: 19.9% Strategic Investment in OzAurum Resources Ltd,2026-01-29,0.072,0.09,25.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050848_PS-6A1309391?access_token=83ff96335c2d45a094df02a206a39ff4
FRS,FORRESTANIA RESOURCES LIMITED,OZM: OzAurum Raises $4.1m in Strategic Share Placement | 19.9% Strategic Investment in OzAurum Resources Ltd,2026-01-29,0.072,0.425,490.28,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050848_NPS-6A1309440?access_token=83ff96335c2d45a094df02a206a39ff4
BNZ,BENZ MINING CORP.,Transformational A$75 Million Bought Deal,2026-01-28,2.32,2.23,-3.88,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050206-6A1309056?access_token=83ff96335c2d45a094df02a206a39ff4
EM2,EAGLE MOUNTAIN MINING LIMITED,Part Placement of Shortfall to Entitlement Issue,2026-01-28,,0.0065,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049733-6A1308806?access_token=83ff96335c2d45a094df02a206a39ff4
CRR,CRITICAL RESOURCES LIMITED,Critical Resources Secures $1.75M Placement,2026-01-28,0.01,0.007,-30.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050067-6A1308931?access_token=83ff96335c2d45a094df02a206a39ff4
ODY,ODYSSEY GOLD LTD,Successful Placement to Raise $9 Million,2026-01-28,0.031,0.032,3.23,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050158-6A1308985?access_token=83ff96335c2d45a094df02a206a39ff4
ACM,AUSTRALIAN CRITICAL MINERALS LIMITED,$3M Placement,2026-01-28,0.075,0.06,-20.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050085-6A1308932?access_token=83ff96335c2d45a094df02a206a39ff4
GLN,GALAN LITHIUM LIMITED,"$40 Million Placement to Support 30% Expansion, Phase 1 HMW",2026-01-28,0.41,0.35,-14.63,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03050108-6A1308959?access_token=83ff96335c2d45a094df02a206a39ff4
PGY,PILOT ENERGY LIMITED,Pilot Announces Successful $3.44m Placement,2026-01-27,0.0036,0.055,1427.78,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049623-6A1308739?access_token=83ff96335c2d45a094df02a206a39ff4
GRX,GREENX METALS LIMITED,A$13.6 Million Placement of Shares,2026-01-27,0.85,0.835,-1.76,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049536-6A1308691?access_token=83ff96335c2d45a094df02a206a39ff4
SBR,SABRE RESOURCES LIMITED,Sabre Raises $0.6M in Private Placement,2026-01-27,,0.011,,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049252-6A1308554?access_token=83ff96335c2d45a094df02a206a39ff4
RAS,RAGUSA MINERALS LTD,"Private Placement to Raise $600,000",2026-01-27,0.03,0.027,-10.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049442-2A1649912?access_token=83ff96335c2d45a094df02a206a39ff4
HMD,HERAMED LIMITED,HeraMED completes $3.2 million placement,2026-01-26,0.04,0.042,5.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049118-2A1649755?access_token=83ff96335c2d45a094df02a206a39ff4
NUZ,NEURIZON THERAPEUTICS LIMITED,Neurizon Completes Entitlement Offer,2026-01-26,0.08,0.08,0.0,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049103-6A1308506?access_token=83ff96335c2d45a094df02a206a39ff4
CHR,CHARGER METALS NL,Successful Commitments for $1.35M Placement,2026-01-26,0.115,0.072,-37.39,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049135-6A1308502?access_token=83ff96335c2d45a094df02a206a39ff4
ADO,ANTEOTECH LTD,AnteoTech $3.5m Capital Raising,2026-01-26,0.0155,0.0105,-32.26,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049126-2A1649748?access_token=83ff96335c2d45a094df02a206a39ff4
LNQ,LINQ MINERALS LIMITED,Strongly Supported Institutional Placement to raise A$15.4M,2026-01-26,0.55,0.37,-32.73,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049029-6A1308444?access_token=83ff96335c2d45a094df02a206a39ff4
REE,RAREX LIMITED,RareX Raises $5 Million,2026-01-26,0.0275,0.018,-34.55,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03049023-6A1308424?access_token=83ff96335c2d45a094df02a206a39ff4
